ticket_id,ticket_text,issue_type,urgency_level,product,cleaned_text,text_length,word_count,sentiment,tokens,processed_text
242,"Can't log in to my account. Keeps showing error. Help! Also, I contacted support on 13 April but got no response. Delivery expected by 13 April.",Account Access,Low,RoboChef Blender,can t log in to my account. keeps showing error. help! also i contacted support on april but got no response. delivery expected by april.,137,25,-0.1,"['log', 'account', 'keep', 'showing', 'error', 'help', 'also', 'contacted', 'support', 'april', 'got', 'response', 'delivery', 'expected', 'april']",log account keep showing error help also contacted support april got response delivery expected april
243,Facing installation issue with EcoBreeze AC. Setup fails at step 6.,Installation Issue,High,EcoBreeze AC,facing installation issue with ecobreeze ac. setup fails at step .,66,11,-0.5,"['facing', 'installation', 'issue', 'ecobreeze', 'setup', 'fails', 'step']",facing installation issue ecobreeze setup fails step
244,Order #99210 for FitRun Treadmill is 11 days late. Ordered on 30 March.,Late Delivery,Medium,FitRun Treadmill,order for fitrun treadmill is days late. ordered on march.,58,10,-0.3,"['order', 'fitrun', 'treadmill', 'day', 'late', 'ordered', 'march']",order fitrun treadmill day late ordered march
245,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Low,ProTab X1,can t log in to my account. keeps showing reset required. help!,63,12,0.0,"['log', 'account', 'keep', 'showing', 'reset', 'required', 'help']",log account keep showing reset required help
246,FitRun Treadmill is no response. It stopped working after just 3 days.,Product Defect,Medium,FitRun Treadmill,fitrun treadmill is no response. it stopped working after just days.,68,11,0.0,"['fitrun', 'treadmill', 'response', 'stopped', 'working', 'day']",fitrun treadmill response stopped working day
247,"Can't access my account. Also, I contacted support on 28 April but got no response. Delivery expected by 28 April.",Account Access,High,ProTab X1,can t access my account. also i contacted support on april but got no response. delivery expected by april.,107,19,-0.1,"['access', 'account', 'also', 'contacted', 'support', 'april', 'got', 'response', 'delivery', 'expected', 'april']",access account also contacted support april got response delivery expected april
248," is malfunction. It stopped working after just 3 days. Also, I contacted support on 12 March but got no response.",Product Defect,High,UltraClean Vacuum,is malfunction. it stopped working after just days. also i contacted support on march but got no response.,106,18,0.0,"['malfunction', 'stopped', 'working', 'day', 'also', 'contacted', 'support', 'march', 'got', 'response']",malfunction stopped working day also contacted support march got response
249,"Can you tell me more about the  warranty? Also, is it available in black?",General Inquiry,High,FitRun Treadmill,can you tell me more about the warranty? also is it available in black?,71,14,0.24444444444444446,"['tell', 'warranty', 'also', 'available', 'black']",tell warranty also available black
250,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Low,ProTab X1,can t log in to my account. keeps showing blocked. help!,56,11,0.0,"['log', 'account', 'keep', 'showing', 'blocked', 'help']",log account keep showing blocked help
251,"Can you tell me more about the SoundWave 300 warranty? Also, is it available in white?",General Inquiry,High,SoundWave 300,can you tell me more about the soundwave warranty? also is it available in white?,81,15,0.3,"['tell', 'soundwave', 'warranty', 'also', 'available', 'white']",tell soundwave warranty also available white
252,EcoBreeze AC is damaged. It stopped working after just 11 days.,Product Defect,Medium,EcoBreeze AC,ecobreeze ac is damaged. it stopped working after just days.,60,10,0.0,"['ecobreeze', 'damaged', 'stopped', 'working', 'day']",ecobreeze damaged stopped working day
253,,Wrong Item,Medium,EcoBreeze AC,,0,0,0.0,[],empty text
254,Facing installation issue with FitRun Treadmill. Setup fails at step 5.,Installation Issue,Medium,FitRun Treadmill,facing installation issue with fitrun treadmill. setup fails at step .,70,11,-0.5,"['facing', 'installation', 'issue', 'fitrun', 'treadmill', 'setup', 'fails', 'step']",facing installation issue fitrun treadmill setup fails step
255,ProTab X1 is damaged. It stopped working after just 7 days.,Product Defect,High,ProTab X1,protab x is damaged. it stopped working after just days.,56,10,0.0,"['protab', 'damaged', 'stopped', 'working', 'day']",protab damaged stopped working day
256,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Medium,PowerMax Battery,can t log in to my account. keeps showing reset required. help!,63,12,0.0,"['log', 'account', 'keep', 'showing', 'reset', 'required', 'help']",log account keep showing reset required help
257,Payment issue for my SmartWatch V2. I was underbilled for order #91931.,Billing Problem,Medium,SmartWatch V2,payment issue for my smartwatch v . i was underbilled for order .,65,13,0.0,"['payment', 'issue', 'smartwatch', 'underbilled', 'order']",payment issue smartwatch underbilled order
258,Order #55349 placed on 10 March still not here.,Late Delivery,Low,Vision LED TV,order placed on march still not here.,37,7,0.0,"['order', 'placed', 'march', 'still']",order placed march still
259,Can't log in to my account. Keeps showing blocked. Help!,Account Access,High,EcoBreeze AC,can t log in to my account. keeps showing blocked. help!,56,11,0.0,"['log', 'account', 'keep', 'showing', 'blocked', 'help']",log account keep showing blocked help
260,"Facing installation issue with PowerMax Battery. Setup fails at step 3. Also, I contacted support on 15 April but got no response.",Installation Issue,High,PowerMax Battery,facing installation issue with powermax battery. setup fails at step . also i contacted support on april but got no response.,125,21,-0.5,"['facing', 'installation', 'issue', 'powermax', 'battery', 'setup', 'fails', 'step', 'also', 'contacted', 'support', 'april', 'got', 'response']",facing installation issue powermax battery setup fails step also contacted support april got response
261,Can't log in to my account. Keeps showing error. Help!,Account Access,High,Vision LED TV,can t log in to my account. keeps showing error. help!,54,11,0.0,"['log', 'account', 'keep', 'showing', 'error', 'help']",log account keep showing error help
262,Facing installation issue with PowerMax Battery. Setup fails at step 4.,Installation Issue,Medium,PowerMax Battery,facing installation issue with powermax battery. setup fails at step .,70,11,-0.5,"['facing', 'installation', 'issue', 'powermax', 'battery', 'setup', 'fails', 'step']",facing installation issue powermax battery setup fails step
263,Payment issue for my FitRun Treadmill. I was charged twice for order #99357.,Billing Problem,Medium,FitRun Treadmill,payment issue for my fitrun treadmill. i was charged twice for order .,70,13,0.0,"['payment', 'issue', 'fitrun', 'treadmill', 'charged', 'twice', 'order']",payment issue fitrun treadmill charged twice order
264,"EcoBreeze AC is missing. It stopped working after just 6 days. Also, I contacted support on 13 March but got no response.",Product Defect,Medium,EcoBreeze AC,ecobreeze ac is missing. it stopped working after just days. also i contacted support on march but got no response.,115,20,-0.2,"['ecobreeze', 'missing', 'stopped', 'working', 'day', 'also', 'contacted', 'support', 'march', 'got', 'response']",ecobreeze missing stopped working day also contacted support march got response
265,Payment issue for my SoundWave 300. I was overbilled for order #26278.,Billing Problem,High,SoundWave 300,payment issue for my soundwave . i was overbilled for order .,61,12,0.0,"['payment', 'issue', 'soundwave', 'overbilled', 'order']",payment issue soundwave overbilled order
266,Payment issue for my . I was underbilled for order #75981.,Billing Problem,Medium,Vision LED TV,payment issue for my . i was underbilled for order .,52,11,0.0,"['payment', 'issue', 'underbilled', 'order']",payment issue underbilled order
267,Facing installation issue wit EcoBreeze AC. Setup fails at step 3.,Installation Issue,Low,EcoBreeze AC,facing installation issue wit ecobreeze ac. setup fails at step .,65,11,-0.5,"['facing', 'installation', 'issue', 'wit', 'ecobreeze', 'setup', 'fails', 'step']",facing installation issue wit ecobreeze setup fails step
268," is glitchy. It stopped working after just 11 days. Also, I contacted support on 07 March but got no response.",Product Defect,Low,SmartWatch V2,is glitchy. it stopped working after just days. also i contacted support on march but got no response.,102,18,0.0,"['glitchy', 'stopped', 'working', 'day', 'also', 'contacted', 'support', 'march', 'got', 'response']",glitchy stopped working day also contacted support march got response
269,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,SoundWave 300,can t log in to my account. keeps showing captcha failed. help!,63,12,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help']",log account keep showing captcha failed help
270,I ordered ProTab X1 but got PowerMax Battery instead. My order number is #96264.,Wrong Item,Medium,ProTab X1,i ordered protab x but got powermax battery instead. my order number is .,73,14,0.0,"['ordered', 'protab', 'got', 'powermax', 'battery', 'instead', 'order', 'number']",ordered protab got powermax battery instead order number
271,Can't log in to my account. Keeps showing error. Help!,Account Access,Medium,SmartWatch V2,can t log in to my account. keeps showing error. help!,54,11,0.0,"['log', 'account', 'keep', 'showing', 'error', 'help']",log account keep showing error help
272,Vision LED TV is not received. It stopped working after just 10 days.,Product Defect,Medium,Vision LED TV,vision led tv is not received. it stopped working after just days.,66,12,0.0,"['vision', 'led', 'received', 'stopped', 'working', 'day']",vision led received stopped working day
273,I ordered  but got SmartWatch V2 instead. My order number is #19513.,Wrong Item,High,FitRun Treadmill,i ordered but got smartwatch v instead. my order number is .,60,12,0.0,"['ordered', 'got', 'smartwatch', 'instead', 'order', 'number']",ordered got smartwatch instead order number
274,Payment issue for my SmartWatch V2. I was underbilled for order #56445. Delivery expected by 18 March.,Billing Problem,Medium,SmartWatch V2,payment issue for my smartwatch v . i was underbilled for order . delivery expected by march.,93,17,-0.1,"['payment', 'issue', 'smartwatch', 'underbilled', 'order', 'delivery', 'expected', 'march']",payment issue smartwatch underbilled order delivery expected march
275,I ordered PhotoSnap Cam but got UltraClean Vacuum instead. My order number is #77017. Delivery expected by 28 April.,Wrong Item,Low,PhotoSnap Cam,i ordered photosnap cam but got ultraclean vacuum instead. my order number is . delivery expected by april.,107,18,-0.05416666666666667,"['ordered', 'photosnap', 'cam', 'got', 'ultraclean', 'vacuum', 'instead', 'order', 'number', 'delivery', 'expected', 'april']",ordered photosnap cam got ultraclean vacuum instead order number delivery expected april
276,Account problem. Assistance needed.,Unknown,Low,SmartWatch V2,account problem. assistance needed.,35,4,0.0,"['account', 'problem', 'assistance', 'needed']",account problem assistance needed
